Id,name,T3_Kills,T2_Kills,T1_Kills,RssAssistance,RssGathered,AllianceHelp
9450025,ZoO fi€ Anarchy,123756,139681,532002,4565242994,15372422512,89373
3461098,ti Johnbernie,81278,5219,63973,7890282854,7183482773,20204
7385964,SZ RomioS,16234,55013,328513,2378928399,12228292045,25922
13423308,PreStax,90663,111054,297035,11718524405,9797774664,11134
17824938,Devil U made,601827,470223,1144937,1359097692,4705303355,19587
61716103,Donar1887,433604,507101,244289,4070438723,11575300714,27455
9078606,SuiXing,111743,125328,1670663,21421147714,29915538745,68654
11323855,Nine ©,308695,405146,30802794,5891421464,23263424702,310193
28287230,MoDy77,50255,3765,130562,3588260464,5008743513,27437
60277847,Bad Lagou37,798323,904316,1510291,2233680688,9684572846,44139
35790056,AsIZE,161737,345145,492203,4023566070,11872139748,13381
9167319,Phak Yu Putin,72815,34211,163363,"6,973,044 ,296",10341513357,14806
14275450,Poppops 4674,1445,24,616,17079017375,9944866946,6625
8064984,minidrake,873702,372673,}16169060,16576423570,17514416495,27599
60965001,IJ uulHEMIlJ,3394430,6805037,13666920,1455273207,14232846658,52798
28419870,Heisenberg 89,518724,1085184,365612,3678406884,4974073119,9580
13880048,Pugsley97,0,1,55,3263448807,20760551312,24865
28300028,ABU NASSER,1461457,2338956,18559780,379086438,4367078750,32583
2353964,derpstone,998611,569217,1772837,182536113,3932886960,9312
28282912,Lans66,112908,450133,129070,,21923234162,7836
4016167,Ldcarpathes,41495,771329,32090004,4008048138,13345061181,64132
39381278,999Wolf,217772,239487,15776,12959201502,8955860049,26103
9392884,educet,59377,482026,1597190,2210229919,9914792710,34067
28343184,Najmil1,1287,9454,4359,2772344,5367429127,3715
36747489,Ephantis,230802,209449,302791,576928532,11138562519,35802
28148554,Aesthem,2591,37717,7510,355427583,11753935871,7712
42514893,WrEcK HaVoK,74985,508685,672720,462600000,8306783178,44253
12451821,Onsenffou,238922,1146050,1124053,15781919830,16423791067,55690
99396699,OHMadMax64,213799,84688,56573,384348649,6293652686,12626
52086629,Rolpsy,848083,}898838,1638303,589295407,7772552518,85472
67618380,Thor Mjolnir,161696,21445,172109,2637918170,10205731668,22378
56780541,“EinherjarS,20017,76770,79983,218000320,7173251039,31875
32,General Miner.,11781,129101,108937,4308438470,11129057724,17921
89220552,ir ‘yMaster Po,481089,356148,35557902,2112753178,10953687648,BE}GEYI
82810160,Filoucheqc,601750,1127736,549441,42372197,3020121907,8427
6614255,pixelo40,2291422,2411003,38345682,2772046786,15763727940,20826
1742231,TarantinoBZH,576489,2343614,5201768,12430320247,26842242835,40595
21017676,badGazzaG,451986,745685,23831998,2596967803,15285056308,93324
15168136,SZ LUFFY SZ,61218,71515,153963,24468946512,18862685584,26302
2616715,ARNO le NORD,584720,408363,955002,2083388900,18280386669,116017
22315445,Hadrianes TPC,5821853,1802559,8623735,5734654715,14007115075,106174
53452615,El Paquito,129498,399254,610209,8058482833,13996592002,25817
2486726,@G Senpai,526994,346535,239986,2866536259,5088037532,24867
7722826,LordNameless,119348,141624,125339,71175333,17034262792,51994
28481843,budluckTR2,839190,359256,173907,9829117293,18451615498,36745
12293716,Peacheekinz,585380,366590,548986,10364258805,9050264159,53673
52610162,PrincipalAnd,41451,49239,149916,31294000,1959436650,17787
20981772,BadAtiLa 1,407271,636746,528102,4219133474,11144063491,50994
26583819,Budluck0Oo'R,345470,279718,512005,9173072865,16384113405,32320
28259686,Master Binbin,111204,13730,37505,81032000,6159299023,7126
28209988,Jaeger 69,1570200,1152793,510101,32363950,16031682886,18730
28278781,9Tiger9,5654,78027,114717,25415278,6875561419,UES
102256508,Abo Alfoz2,53471,}199,\623,9112035052,14498330501,14958
103397494,OHabbspeed,241570,218261,112135,5434644816,8219940379,29666
29881568,Milanok,181441,41909,45195,3187761860,13288354052,22129
30097610,Energizer 1,215235,594930,45205,15237606102,22938636348,20016
31369906,Wan Shein,87319,167314,14252,14173036652,24598023868,10231
29944980,ROLLING STO?,109038,178802,7447,17500906136,26003298482,14155
29093542,ConfusedWolfi,4821168,4255503,4452602,8269406165,7625130372,43480
37026347,Nurse Q,712561,671211,893544,8679173708,11827584580,31750
30552095,FiihrerBiscott,3103703,1904502,4797187,9854483340,12703480675,68894
3738869,BiggusDickus8,82830,41786,48533,129920645,6814279696,6546
41959939,Fisch24,3759,3492,3308,5955390,7429285469,3439
100308959,SchadowSharl,12116,27934,521269,226328394,6046466280,6651
7870915,ii Bretw,429224,68302,50265,40744747486,31034521792,19914
6167238,Diz5,319571,12778,42134,12326688335,9386828410,14555
9505548,Ovidan,3939,11558,66182,12301607006,8868501635,10182
6167868,Rabid dog,4722,32160,36360,15844096437,14363799185,10961
15995569,ii Bert19,868331,133203,51774,40054967313,31769427238,21588
30296384,DragonFire73,425340,1029804,137095,18174434738,17866187696,16998
10135175,Rabid 2,266,119,2731,16464775079,14832780062,8058
51823914,crsEST9876,552543,630591,1741415,1277337108,4011357531,28739
82410647,PsakiPsaki,14324,13313,27506,14000791276,20329842430,10092
10533886,Naseband,0,4799,49757,1245977457,9449126444,19631
13783623,Markynaz,552168,184074,316874,11076517180,8042142234,14678
85093514,Psaki Xxxx,4339,375,12030,12908060757,19489274001,8369
28275966,0 MajdO,881864,960086,198868,56314280,5872421593,24745
13576477,Hestia0209,85464,11870,7196,3223260218,21090247532,26067
13339256,hera0209,0,12545,13085,3617999751,21481035925,27183
52832323,Black Sail 32,112943,65127,34986,5629905106,11782548647,7030
132725985,OHRoman ST,51033,66078,18036,720392706,6737407089,25782
55346217,HERRMINATOR,473222,633472,140773,5388750518,7968234558,14477
63411584,Bad Tara,8854,20036,7840075,"8,344,944 ,886",6078452830,13195
30437585,TKLNG,1439587,1686469,724134,239387083,6974494251,13233
128563804,°HS$chanzo,385348,799769,296671,283060529,7838411055,17044
103321332,Pegasus5,89990,131457,44901,316113357,7257351663,7505
28336253,Amier195,128899,222268,29330,6556720,10487156813,7090
28292459,PAUL27,245473,237344,76141,,4692768426,3804
21066929,tigger jr,2581,69579,37287,12016566360,12240380713,6961
31262259,Jr Persinga,64470,149347,166062,16875993520,15151403725,22040
29360204,ck0403my02,144,66895,287962,13308995130,23430393070,17965
102951416,FarmKing Beb,18137,22227,31039,423310086,3040812120,4620
54311330,YwajdsYy,13824,135410,148595,"2,182,945 ,432",14868847770,17506
27966586,Patrosklaus,46189,978,330,656482866,2862477671,15915
110368511,OHBen,214158,179078,48246,422624947,2637028960,18305
76786622,Arsenal7777,1431281,162465,14426,7529575806,11785057451,6184
37237092,Irrumatio,121856,3460,17950,2441278,4248731941,2941
64363945,Dragonfly73,298421,612867,83968,3157495428,8338620359,16455
98672609,Psaki alex 5,0,1,3,6541706965,15467461524,5559
29881564,SAADSAAD2,108119,8882,38234,4492731979,13133611942,22640
2524989,Huracan88&,303076,258766,311854,1322996989,8319022495,24449
90756286,OH JariMicha,582602,210537,45446,2103666438,6031759956,11945
90756286,OH JariMicha,582602,210537,45446,2103666438,6031759956,11945
66487748,Arsenal8888&,24072,58548,23336,16293640750,18138237358,7760
28215982,gua lJwuE,378766,273582,58827,38809370,5599335221,3686
86542958,X Barbe Noire},546739,1037270,723386,7307723879,11063405102,15386
33629885,budluckTR1,35488,231604,81564,13915438214,18978676977,7525
27085784,LAW x,23914,1,969,11682498241,10481130311,9445
28254437,Boorinyeung,97383,360,3820,201800000,6467879363,Shen
52563090,Mistercall83,147061,190476,88011,14215749,5175627142,21023
34987546,Wicked55,52335,90702,4262661,912265751,8118496447,10456
23549084,Yoba Bat,65449,48428,505021,1614474928,5890293411,7788
16943218,Xx NEGAN xX,21484,213512,2894445,2224963616,5320752495,14565
19078891,ZeePharm,0,153,2620,68549365,5361421811,3446
103845370,Lv 94jr,496,1426,}1089,4827715354,8563514322,4343
36552064,Sweet Trauma,272887,924194,255076,6770597613,5812998260,35794
29250801,Taanni,7888,116560,131507,1982200000,9440607549,6309
113103329,Stoupi,97257,212885,62230,1750574926,8780435519,7321
20686834,Skiwhirl,94727,146045,176629,8506683397,7595584793,12254
131511459,Bensn13,104897,41713,25775,48480000,4470189130,3167
28338445,DHOOM6666,20598,25920,10074,,11569890459,3465
63506619,persinga farm,112543,161046,128103,10002134287,10234559606,20192
40522634,General 8,492389,287317,128530,842013257,6805658874,8827
32087827,Farmlandeee,3762967,3571678,4352989,16867175493,11872810516,47825
20788074,SerendipitY,202523,294888,152040,9748410968,7499252125,18095
43985217,SZSANJISZ,120588,45660,177281,16019180000,11212461324,8827
132723919,OHPtbaA,3532,32583,4212,40894105,5371676210,11497
94844727,Vickylein die 2,183330,234312,75079,174533529,4890128235,3004
20488380,IskanFood,618,37387,28201,7616210310,7941284709,14155
39951448,GrimHilde,163467,96983,15946,3239390550,"§,192,111,313",11174
44877242,SZUSOPPZ,128646,94313,329142,15764945116,10984269640,9683
99483710,Kiistenmadel,190868,49007,17790,1223111313,6676932566,7457
8645545,rssdrakou,23164,13,1107,14295379788,13920988608,Oo e25T
110583232,xXMary Stuart,7883,25620,5683,4882488,2784625347,6901
45436899,no name 290,266598,521,2339,11477038625,16288374931,4198
57826883,burnoose,41490,2114,15948,723086032,5454189121,5892
58697147,Doggie Bella,791,43068,63471,12527285790,5711718024,3878
28511475,Venomous Poi,347483,132041,30740,4280242925,7784301662,12211
46952552,Sleipnir80,587845,45426,331946,11386940584,7933009033,11864
137224591,JessH98,1104462,174317,75398,736838824,6032987345,11868
51167515,tigger III,0,3907,1158,3383825327,9265076738,2896
5325135,G40Freak,0,1,0,183712699,7022115938,12147
132835893,OHHarv3y,3531,13268,7838,83204488,4732871951,26357
33633625,budluckTR3,38903,56101,56734,7882317549,12866116685,5923
3365255,GodOfKhaos,0,1,jl,191017541,2996845335,sky
3365255,GodOfKhaos,0,1,jl,191017541,2996845335,sky
134656843,Gunna,263343,169313,61227,85508308,3997402609,16318
44413633,uk player,90229,170079,182328,1724000000,4812362819,2136
20655464,$2 LadY D 32,302269,307429,198208,5404759644,7223781953,24237
99843221,Battle Action 1,1363562,591804,505452,46449871,4952398732,5185
94199334,snS5unwny,686539,262475,1628360,1353046286,12996486461,21861
27882072,Vikinv,1477,16922,676,18480000,2536358810,4188
49209857,Hooligan No1,103194,451076,85310,402711078,4130737261,2028
66734451,CK Farm 01,402227,111135,80495,5691353066,11216684783,4210
28488507,RICOsFarm,27627,145672,49991,2573263509,8205540150,6316
49749829,tigger IV,0,4151,2105,2595529961,8695676232,2915
107032172,OHpatsan,24891,232809,13430,1300430000,9401879433,6446
78575725,CloudStrife1,32680,10161,78512,5811227738,"§,515,392,312",4489
64234183,ThePablo,492177,291229,163137,4000000,4389017935,B12
22125284,Cirice,24,709410,118,13000251987,11321976335,8714
33737639,budluckTR4,843769,46737,13745,7299133391,13148626936,4728
135729964,OHAzaguhl,218184,130034,13037,2467088941,3818786859,8832
28243739,Othman92Boo,25287,4743,1075,12992183,4461854287,6192
28243739,Othman92Boo,25287,4743,1075,12992183,4461854287,6192
29341476,TomHDL Ill @,5028,1,15312,7548903551,8839718018,2585
117389553,vato079,278262,404638,161498,265508465,3862567125,6959
64930476,URUK HARD,32585,31886,39649,10400001,4690766746,UU
64930476,URUK HARD,32585,31886,39649,10400001,4690766746,UU
28507348,XXXX5,0,71900,15195,102744668,3397466488,4486
130984370,OHSunny0902,88245,3675,19376,455640004,8757864396,14909
58626254,Tsetseu,110304,1118817,678354,3294376113,5603906112,12100
42781849,ephantisse,994,432,0,5674892149,6970607737,3880
35151927,Grindefarmer,41899,83863,69818,1162825141,4254136691,5864
124562693,Kiistenmadel2,68960,10278,987,521412540,4675817757,3930
31603605,Cupcaké,40675,36350,103163,605968787,4833098034,21978
113223045,hermann wmh,16215,34997,75097,240010000,5095654784,9226
135728155,Nyrond,15728,25081,12490,314150495,5160421260,7762
139338898,Gordon Gekko,195871,253607,157600,201902260,5114315933,6488
74438870,Clyde Il,4321,4340,12515,453455089,7204960860,4097
120832819,Lv94jr2,0,1,0,2716211812,6024292615,2182
103391522,OHminik1214,267929,117903,43787,402613833,3355851745,8987
