Id,name,Starting_power,Total_Kills,T5_Kills,T4_Kills,Deaths,Pass4_Power,Total_Kills_Pass4,T5_Kills_Pass4,T4_Kills_Pass4,Deaths_Pass4,Pass4_Total_kills ,Pass4_T5_Kills,Pass4_T4_Kills,Pass4_Deaths
30552095,FiihrerBiscott,51316732,1.40E+09,30216034,78243653,10738675,51781772,1403940463,30216034,78243653,10738675,"3,940,463.00",0.00E+00, -   , -   
3738869,BiggusDickus8,49362993,6357358,130031,333214,142452,51446623,6357358,130031,333214,142452, -   ,0.00E+00, -   , -   
41959939,Fisch24,50230919,277331,469,24527,203816,51058311,277331,469,24527,203816, -   ,0.00E+00, -   , -   
7870915,ii Bretw,49965466,80733453,2384437,3118116,3134517,50562866,80733453,2384437,3118116,3134517, -   ,0.00E+00, -   , -   
6167238,Diz5,51336613,45479031,1303928,1808852,4297195,50482525,54906986,1690224,1979024,4783065,"9,427,955.00",3.86E+05,"170,172.00","485,870.00"
9505548,Ovidan,50575864,52160593,1799284,1612289,3827506,50279988,59603478,2074830,1805477,4151839,"7,442,885.00",2.76E+05,"193,188.00","324,333.00"
6167868,Rabid dog,49688434,32626736,1160709,932327,2371225,50187086,32627930,1160709,932327,2371225,"1,194.00",0.00E+00, -   , -   
15995569,ii Bert19,48829418,77745064,2146154,3107190,2657630,49605418,77745064,2146154,3107190,2657630, -   ,0.00E+00, -   , -   
30296384,DragonFire73,48082779,159421207,4276763,7009756,10171397,49221963,162390867,4389903,7080442,10171397,"2,969,660.00",1.13E+05,"70,686.00", -   
10135175,Rabid 2,49359485,26885768,950630,787132,2193586,48686329,36452168,1331523,981986,2479819,"9,566,400.00",3.81E+05,"194,854.00","286,233.00"
51823914,crsEST9876,48799872,237077740,5876913,11579553,6894035,48611463,271714017,7279546,12230346,7259485,"34,636,277.00",1.40E+06,"650,793.00","365,450.00"
82410647,PsakiPsaki,47612672,37092663,1285764,1128796,1889841,48418747,37092663,1285764,1128796,1889841, -   ,0.00E+00, -   , -   
13783623,Markynaz,48208951,119296204,3997223,3671155,6364745,48201918,119296204,3997223,3671155,6364745, -   ,0.00E+00, -   , -   
85093514,Psaki Xxxx,46933155,24864502,958245,567909,1454397,48151194,24882912,958245,569750,1454397,"18,410.00",0.00E+00,"1,841.00", -   
85093514,Psaki Xxxx,46933155,24864502,958245,567909,1454397,48151194,24882912,958245,569750,1454397,"18,410.00",0.00E+00,"1,841.00", -   
28275966,0 MajdO,45533222,65044979,1340360,3275080,4611384,47971131,65287481,1348671,3282666,4611384,"242,502.00",8.31E+03,"7,586.00", -   
13576477,Hestia0209,46374496,11453475,200175,708294,7580923,47864099,11453475,200175,708294,7580923, -   ,0.00E+00, -   , -   
13339256,hera0209,46654727,14787407,207258,1061454,7577421,47862126,14787407,207258,1061454,7577421, -   ,0.00E+00, -   , -   
52832323,Black Sail 32,47272157,49844393,1521189,1883159,4660442,47791920,49846373,1521189,1883357,4660442,"1,980.00",0.00E+00,198, -   
30437585,TKLNG,46751898,86342587,2035514,3635652,5955583,47193584,95729682,2388074,3869209,6124265,"9,387,095.00",3.53E+05,"233,557.00","168,682.00"
28336253,Amier195,44592217,14248858,470816,386654,6391847,46182272,14248858,470816,386654,6391847, -   ,0.00E+00, -   , -   
28292459,PAUL27,45536705,2272338,225,79603,1034995,46061702,2272338,225,79603,1034995, -   ,0.00E+00, -   , -   
21066929,tigger jr,45336780,8376669,313003,195967,3208076,45912593,8376669,313003,195967,3208076, -   ,0.00E+00, -   , -   
31262259,Jr Persinga,47337247,106980876,3551526,3546055,4974671,45912437,118893186,3941882,3946576,5592990,"11,912,310.00",3.90E+05,"400,521.00","618,319.00"
29360204,ck0403my02,43970116,120353501,4303867,3408475,10476014,45256656,123014318,4397252,3487732,10561352,"2,660,817.00",9.34E+04,"79,257.00","85,338.00"
54311330,YwajdsYy,43421802,28274005,956266,879285,7653971,44974364,28274005,956266,879285,7653971, -   ,0.00E+00, -   , -   
27966586,Patrosklaus,42585554,7157738,122396,452304,213092,44440004,7157738,122396,452304,213092, -   ,0.00E+00, -   , -   
76786622,Arsenal7777,43672466,12538829,148172,352245,44921,44282464,12538829,148172,352245,44921, -   ,0.00E+00, -   , -   
37237092,Irrumatio,43730516,873574,685,36194,220531,43764389,873574,685,36194,220531, -   ,0.00E+00, -   , -   
64363945,Dragonfly73,42902758,41720001,844763,2238943,5741041,43719242,41736001,844763,2240453,5741041,"16,000.00",0.00E+00,"1,510.00", -   
98672609,Psaki alex 5,42640411,3370120,163636,9740,1466875,43712088,3370130,163636,9741,1466875,10,0.00E+00,1, -   
29881564,SAADSAAD2,46392188,73384296,2522126,2248389,11065512,43670002,75981166,2603809,2344710,11482294,"2,596,870.00",8.17E+04,"96,321.00","416,782.00"
2524989,Huracan88&,53556543,86052678,2904648,2618074,15251380,43616616,97910086,3473531,2664726,18360312,"11,857,408.00",5.69E+05,"46,652.00","3,108,932.00"
28215982,gua lJwuE,42855775,11000493,241864,408922,4526678,43177805,11000493,241864,408922,4526678, -   ,0.00E+00, -   , -   
86542958,X Barbe Noire},42814046,35096653,795401,1478266,964596,43155253,35096853,795401,1478266,964596,200,0.00E+00, -   , -   
33629885,budluckTR1,42999584,22167482,556974,1040653,3443907,43103357,22167482,556974,1040653,3443907, -   ,0.00E+00, -   , -   
27085784,LAW x,40748910,15319649,420678,681024,1097173,43050150,15319649,420678,681024,1097173, -   ,0.00E+00, -   , -   
28254437,Boorinyeung,42511737,405476,458,530,645214,42891075,405476,458,530,645214, -   ,0.00E+00, -   , -   
34987546,Wicked55,47104674,49866221,1647400,1584083,8070688,42213489,53219056,1753851,1689876,8870897,"3,352,835.00",1.06E+05,"105,793.00","800,209.00"
23549084,Yoba Bat,41822387,20828376,176167,1684538,1848262,42180862,20828376,176167,1684538,1848262, -   ,0.00E+00, -   , -   
19078891,ZeePharm,41649970,54045370,1830040,1744374,525686,42034642,54045370,1830040,1744374,525686, -   ,0.00E+00, -   , -   
36552064,Sweet Trauma,41462502,175221986,4444953,8334660,4225843,41524646,175236611,4444953,8334660,4225843,"14,625.00",0.00E+00, -   , -   
29250801,Taanni,41989414,31600743,1305278,520421,400548,41464378,32355943,1343038,520421,400548,"755,200.00",3.78E+04, -   , -   
20686834,Skiwhirl,40488695,15084213,476901,483987,483987,40494900,15084213,476901,483987,40494900, -   ,0.00E+00, -   , -   
28338445,DHOOM6666,39636534,9938606,268434,443368,5111456,40317803,9938606,268434,443368,5111456, -   ,0.00E+00, -   , -   
63506619,persinga farm,39797591,29782784,646467,1605556,2760269,40290054,29782784,646467,1605556,2760269, -   ,0.00E+00, -   , -   
40522634,General 8,39873279,32585876,1047995,905608,8218807,40243324,32585876,1047995,905608,8218807, -   ,0.00E+00, -   , -   
32087827,Farmlandeee,41238954,371796859,5250458,24379603,39,40190181,384696931,5639749,24883613,6277133,"12,900,072.00",3.89E+05,"504,010.00","6,277,094.00"
43985217,SZSANJISZ,38573641,98281028,3278507,3210176,5389471,40106721,98281028,3278507,3210176,5389471, -   ,0.00E+00, -   , -   
94844727,Vickylein die 2,38421267,5967589,20834,433395,58399,39516340,6075589,20834,444195,58399,"108,000.00",0.00E+00,"10,800.00", -   
20488380,IskanFood,39084885,34985666,1169589,1151100,10185673,39473083,34985666,1169589,1151100,10185673, -   ,0.00E+00, -   , -   
44877242,SZUSOPPZ,37404851,119405416,3929495,4005128,7349022,39392251,119410218,3929495,4005128,7349022,"4,802.00",0.00E+00, -   , -   
99483710,Kiistenmadel,51183031,13244705,5620,1228969,266277,38800941,27557264,669740,1329742,4164644,"14,312,559.00",6.64E+05,"100,773.00","3,898,367.00"
8645545,rssdrakou,36802506,63244123,1443101,3428920,9581508,38766892,63244123,1443101,3428920,9581508, -   ,0.00E+00, -   , -   
57826883,burnoose,38390784,16015617,560837,462550,6006577,38488334,16015617,560837,462550,6006577, -   ,0.00E+00, -   , -   
28511475,Venomous Poi,37746193,13338342,189788,788242,458179,37997889,13338342,189788,788242,458179, -   ,0.00E+00, -   , -   
46952552,Sleipnir80,37444585,30059931,555475,1644181,1697741,37966285,30059931,555475,1644181,1697741, -   ,0.00E+00, -   , -   
51167515,tigger III,37016869,48395,0,4035,10969,37567590,48395,0,4035,10969, -   ,0.00E+00, -   , -   
5325135,G40Freak,36061067,122170,766,10685,147589,37414916,122170,766,10685,147589, -   ,0.00E+00, -   , -   
33633625,budluckTR3,36838550,12483090,253900,712593,2398519,36902030,12483090,253900,712593,2398519, -   ,0.00E+00, -   , -   
3365255,GodOfKhaos,36029276,928560,42362,8132,2695823,36849823,928560,42362,8132,2695823, -   ,0.00E+00, -   , -   
3365255,GodOfKhaos,36029276,928560,42362,8132,2695823,36849823,928560,42362,8132,2695823, -   ,0.00E+00, -   , -   
44413633,uk player,36072810,30773059,1146881,709790,4122833,36779306,30773059,1146881,709790,4122833, -   ,0.00E+00, -   , -   
20655464,$2 LadY D 32,36270318,120282743,3385632,5070677,7646671,36565506,123111845,3497555,5129717,7756737,"2,829,102.00",1.12E+05,"59,040.00","110,066.00"
99843221,Battle Action 1,34126819,24391026,77134,1625544,2175951,36426552,28214166,219975,1707572,2427998,"3,823,140.00",1.43E+05,"82,028.00","252,047.00"
94199334,snS5unwny,37315009,27889241,807656,838023,4706972,36425394,32454318,941003,1023748,5001736,"4,565,077.00",1.33E+05,"185,725.00","294,764.00"
27882072,Vikinv,36267437,3299507,140572,44818,2594870,36372264,3299507,140572,44818,2594870, -   ,0.00E+00, -   , -   
49209857,Hooligan No1,35426319,25047410,958080,455382,3586435,36285660,25047410,958080,455382,3586435, -   ,0.00E+00, -   , -   
66734451,CK Farm 01,34560493,17110634,504524,517307,4159863,36132793,17122827,504524,518507,4159863,"12,193.00",0.00E+00,"1,200.00", -   
28488507,RICOsFarm,34416681,45007330,368791,3721966,1511646,35980533,45114670,373401,3723480,1511646,"107,340.00",4.61E+03,"1,514.00", -   
49749829,tigger IV,35772501,162033,2530,10271,25875,35964551,162033,2530,10271,25875, -   ,0.00E+00, -   , -   
64234183,ThePablo,34620263,14075893,107106,934998,4716238,34927541,14075893,107106,934998,4716238, -   ,0.00E+00, -   , -   
22125284,Cirice,34761528,17011399,221479,1116288,3309303,34781660,17011399,221479,1116288,3309303, -   ,0.00E+00, -   , -   
33737639,budluckTR4,34575750,9617579,67881,478866,1430277,34660099,9617579,67881,478866,1430277, -   ,0.00E+00, -   , -   
28243739,Othman92Boo,34302840,1345428,26880,69698,238399,34590293,1345429,26880,69698,238399,1,0.00E+00, -   , -   
28243739,Othman92Boo,34302840,1345428,26880,69698,238399,34590293,1345429,26880,69698,238399,1,0.00E+00, -   , -   
29341476,TomHDL Ill @,34336569,1181534,0,115836,646682,34453319,1222814,0,119964,646682,"41,280.00",0.00E+00,"4,128.00", -   
64930476,URUK HARD,33967849,10437451,406985,209571,5676073,34276662,10437451,406985,209571,5676073, -   ,0.00E+00, -   , -   
64930476,URUK HARD,33967849,10437451,406985,209571,5676073,34276662,10437451,406985,209571,5676073, -   ,0.00E+00, -   , -   
28507348,XXXX5,34041599,221709,0,7487,34786,34041599,221709,0,7487,34786, -   ,0.00E+00, -   , -   
58626254,Tsetseu,33861312,46793250,961421,2475031,2216667,33861312,46793250,961421,2475031,2216667, -   ,0.00E+00, -   , -   
42781849,ephantisse,33004598,12223960,514270,193372,1470644,33820426,12223960,514270,193372,1470644, -   ,0.00E+00, -   , -   
35151927,Grindefarmer,32458252,8477355,195547,421713,3107023,33679992,10381625,270950,461334,3134172,"1,904,270.00",7.54E+04,"39,621.00","27,149.00"
31603605,Cupcaké,33091455,32657872,1034251,1171682,1801966,33090066,32657872,1034251,1171682,1801966, -   ,0.00E+00, -   , -   
74438870,Clyde Il,32400943,48527,121,1764,1555,32743806,48527,121,1764,1555, -   ,0.00E+00, -   , -   
