Id,name,T3_Kills,T2_Kills,T1_Kills,RssAssistance,RssGathered,AllianceHelp
1.01E+08,OldReStoratol,4301998,3663235,4369397,1774929210,15537142517,70520
14175833,Staxonstacks,950009,272682,1489791,2518176918,26781451191,126355
9076498,SQMistress3t,771006,764040,1185685,4157207432,18909377586,9259
9855970,Rabid Dog,158756,301831,1138358,4018078549,19023438673,48807
9471719,Lastwar,1407508,2123950,2463003,4575183916,22486018182,134558
11980323,TomHDL,947077,509875,1073057,2210400007,12832082480,65356
14109586,Heresy III,227126,159496,711348,1278959999,13162249996,41642
17565504,Cozzz,2162656,1729851,2198018,1023396053,27736095129,84337
28270506,CarrierJohn,358577,193363,627194,1945573941,21703602892,65673
22945051,Lexa Heda,568471,3548884,20620880,1693453101,23030795817,98021
28303594,THE RICO,1363690,1944659,3080083,1393000000,22071432985,68774
19659482,Luness,415434,386097,729305,2637669388,14275212502,127927
72081749,OHPaSaMa,1004701,430629,167819,5416570035,17997399584,23890
9828945,ivysaurus,461246,981910,1660175,8046566804,22214821725,201105
20895987,StLecheSt,2112357,883300,12665416,8574983709,13385614564,82018
17405603,NeymakR Jr,1679100,1147383,9466363,1568349884,4107065436,39874
28228449,Persinga ngaw,108417,95841,1170589,219600000,18506991515,73360
2451401,Speccy4eyes,1923695,1066888,2287724,2460383938,21424943255,115217
28214592,SAADIraqi lion,312886,239376,201980,4729098340,17033630319,67897
15987592,4 Hexagon L,363380,322984,997976,5403537070,17061040681,65742
3964251,Highlander79,209969,246731,2539119,10143985825,27979184280,171962
16385321,MA} MAK,10247,36239,251450,23455144766,16389901961,44029
17396209,Rilleks,1265619,619383,2369775,2715190995,12466950385,60120
37271872,OHSleipnir,745583,874309,842351,5863475355,11984819893,85951
46572157,RonnyEbw,251905,545511,518440,1156643747,14647062979,88200
34692668,Rik Noname,506434,339226,1798993,1639806418,18521841255,93808
3480912,xzec,2010809,440102,2585564,3255541613,16453139013,122732
34798475,CarrierJ,157979,107807,50588,6027459796,17920870649,32817
28325228,Budluck'R,324907,240540,677401,3709507170,14111790691,72696
17533687,MadAttendant,183237,1273660,55850320,7803722584,18875146921,58490
27234433,DanielSebb,685149,232294,1354007,7396191743,7550265791,22700
29734240,2H Chnew89,82131,641957,155153,472296116,14967561499,29341
18208784,JU Stax,4356804,2340588,6742421,94458165707,7897850386,82605
38693871,FaFouTis,237087,349354,875328,11610226491,30260226619,51384
9406091,Luis Suarez,1043670,603038,3560427,6668097626,4477239401,36106
28270146,Leann6661,1281531,928165,2098687,1183570000,12398855027,91456
2411461,Made in LLT,1593858,582584,2649653,1455979237,13329962890,34632
64909981,X Black Flag X,429903,909599,188456,43555990063,15879063796,55689
29097632,DuracelL,979675,658241,645509,5447433808,11394542091,9504
19744769,St Lady D 82,309343,263892,1060047,4886019422,8764921986,96535
28208448,EnergiZer,7577993,5171426,2875960,3089278179,11960186617,24942
34122980,Jagya bhil,1581966,2332746,51255242,8389268877,19704022573,80940
94442537,xajMosaX,878400,679207,713897,1929006614,12405840476,31034
11113359,SZZOROSZ,5192736,2927187,3751019,7330722999,17917839177,132861
31578656,DAVID,4193215,1349532,342389,4351664742,11702686902,21883
76525179,AAGH,416443,311013,8671942,1683734184,11685699265,31547
84152882,WoodyDucky,3113635,1335048,6873578,6926991811,12792598874,27658
33502549,ShetlonAbove',42954,77860,279611,881166439,5988565520,20875
39414083,999Snoop,245876,514405,1063038,6772450425,8500993195,75815
15168507,Highlander79 |,197462,101114,47712,10787711969,12988893881,25972
3463556,Thunderstick,1831718,883418,1042420,840011013,18856407357,59433
9391109,ZH Egle,5207419,132250,278960,2932387814,18802290741,123181
9450025,ZoO Anarchy,123756,139681,531525,4565242994,15342281518,88414
83358707,imad 2,49545,73848,217278,18510395882,19137856385,44800
7385964,SZ RomioS,16234,55013,324720,2378928399,12050639793,25466
56842186,S Tyrande 8,2024065,5143405,2405893,7246448479,13116323668,55619
30889521,RhECrypto,110742,132819,95607,4591319508,11802814748,48265
56780541,â€œEinherjarS,19944,76770,79982,218000320,7093013990,30302
19241701,POOCH Maniw,399597,482952,3583762,252835213,8194520440,8911
17642161,StAlfaKoral3z,3213,127205,58313,4522420917,10707154744,48883
50899585,CALLMESTAX â€œ,1575926,624162,1085976,1037155968,11713272428,41981
13719316,TECHSIN,1094335,315764,1731410,9027441678,17836446975,111492
77174079,OHVickydiel,1750018,1799134,1944353,2390861795,11247681576,20163
14915327,Secret Squirre,685650,214456,1046550,4809971927,14228838004,99194
23663084,MALYL,239221,83935,247430,25972285620,16897519854,30659
61716103,Donar1887,433604,507101,242890,4070438723,11323086640,26665
11323855,Nine Â©,275194,373101,30741890,5891421464,22904571105,306877
89220552,ir â€˜yMaster Po,480676,341454,34929620,2112753178,10647876753,59144
28287230,MoDy77,50255,3765,130562,3588260464,5008743513,27437
6831976,rip joe,311641,760035,16115918,4082965881,25625958364,134962
17824938,Devil U made,601827,470223,1144937,1359097692,4705303355,19566
14125876,Bad Iskan,88499,63291,205163,4702048415,10207327290,51030
60277847,Bad Lagou37,798323,904316,1510291,2233680688,9684572846,44139
36747489,Ephantis,228954,209449,302515,576928532,10748157725,34491
3461098,ti Johnbernie,81278,5219,63973,7890282854,7001421249,19991
9167319,Phak Yu Putin,72815,34211,163363,6973044296,10341513357,14805
14275450,Poppops 4674,1445,24,616,15494017375,9886613018,6615
4010791,starboost,2048322,344633,20300892,3849656966,6174249656,24963
28305385,KAIDOUsa,1139984,32587,269915,8660906583,12460740769,30932
14202127,Edvus,302862,349302,634399,1975502105,12003091441,20310
35790056,AsIZE,161737,345145,492203,4023566070,11872139748,13376
28419870,Heisenberg 89,518724,1085184,365612,3678406884,4974073119,9567
13880048,Pugsley97,0,0,55,3263448807,20491033712,24750
52086629,Rolpsy,848083,898838,1638303,589295407,7517272855,83875
4016167,Ldcarpathes,41495,771329,32090004,4008048138,13345061181,64131
17641032,General Miner:,11705,129101,107034,4308438470,10932323571,17513
2353964,derpstone,231324,286678,1724861,182536113,3932886960,9312
728156,Marychris,671385,611409,17406402,7180183477,15018477577,74372
39381278,999Wolf,217772,239487,15776,12959201502,8855614460,25855
28282912,Lans66,112908,450133,129070,,21568071782,7734
28343184,Najmil1,1287,9454,4359,2772344,5293858444,3687
8064984,minidrake,873702,372673,16164267,16416685314,17276217027,27437
28300028,ABU NASSER,1460234,2338950,18559618,379086438,4152063066,30143
42514893,WrEcK HaVoK,74985,508685,672720,462600000,8217416820,44086
9392884,educet,59377,482026,1597190,2130229919,9729951216,33823
60965001,IJ uulHEMIlJ,3394430,6805037,13666920,1455273207,14190210414,52789
53452615,El Paquito,91387,268792,532158,8058482833,13680908757,24107
28379153,Dana iw,1570349,721146,55946947,506184396,7646764202,24256
2616715,ARNO le NORD,584720,408363,955002,2083388900,18280386669,116015
31369906,Wan Shein,79817,150464,10675,14173036652,24342851378,10110
21017676,badGazzaG,451986,745685,23831998,2596967803,15285056308,93324
2486726,@G Senpai,526994,346535,239986,2866536259,5088037532,24867
99396699,OHMadMax64,213799,84688,56573,379348649,6091609546,12004
12451821,Onsenffou,238922,1146050,965728,13682949136,16237763580,55498
7722826,LordNameless,119348,141624,125339,71175333,17034262792,51986
29881568,Milanok,181441,41909,45195,3187761860,13176167689,22100
1.03E+08,OHabbspeed,241570,218261,36947,5149644797,7918497131,27143
15168136,SZ LUFFY SZ,61218,71515,153963,23788946512,18599202640,26204
28481843,budluckTR2,839190,359256,173907,9384117293,18408303082,36738
2524989,Huracan88&,299769,258766,311854,1322996989,8312741017,23674
52610162,PrincipalAnd,41451,49239,149916,31294000,1959436650,17786
37026347,Nurse Q,712561,671211,893537,7674173708,11578598289,31530
20981772,BadAtiLa 1,407271,636746,528102,4219133474,11144063491,50994
29944980,ROLLING STO?,109038,178802,7447,17500906136,25799097701,14066
82810160,Filoucheqc,601750,1127736,549441,42372197,3010867207,8215
19126061,Xagoa,82387,251118,598821,3823265545,8371938798,60441
28259686,Master Binbin,111204,13730,37505,81032000,6159299023,7126
26583819,Budluck0Oo'R,345470,279718,512005,9173072865,16339416648,32305
28209988,Jaeger 69,1570200,1152793,510101,32363950,15796446120,18660
29093542,ConfusedWolfi,4821168,4255503,4452602,8269406165,7625130372,43480
6167238,Diz5,319521,12740,41936,11946688335,9299469379,14468
1.02E+08,Abo Alfoz2,53471,199,623,9112035052,13986052132,13977
30552095,FiihrerBiscott,3103703,1904502,4797187,9854483340,12703480675,68824
99483710,Kiistenmadel,185305,49007,16905,1223111313,6527815297,7014
9505548,Ovidan,3918,11558,66177,11856607006,8779025196,10104
1.00E+08,SchadowSharl,12116,27934,521233,226328394,5960640359,6367
41959939,Fisch24,3759,3492,3308,5955390,7390784877,3421
7870915,ii Bretw,429224,68302,50265,39457110192,30474674090,19808
1.33E+08,OHRoman ST,51033,66078,11105,565392681,6280873075,23406
6167868,Rabid dog,4722,32160,30392,14715173089,14153685151,10911
3738869,BiggusDickus8,82830,41786,48533,129920645,6655037050,6335
10135175,Rabid 2,266,119,2731,15294627868,14628366541,8010
15995569,ii Bert19,868331,133203,51774,38709513868,31210946991,21477
51823914,crsEST9876,546013,610286,1696630,1277337108,3935274249,28054
24750872,KZ Zz king zoo,172867,139118,467555,15031392581,13885709583,70545
13783623,Markynaz,552168,184074,316874,11076517180,8042142234,14678
30296384,DragonFire73,425340,1029804,137095,17674434738,17658171784,16856
82410647,PsakiPsaki,14324,13313,27506,14000791276,19911695282,9940
31262259,Jr Persinga,43465,142125,158481,15422733923,14901334597,21771
52832323,WAR SAIL 3,112943,65127,34986,4137905106,11606135992,6919
34987546,Wicked55,52335,9336,4246899,912265751,8061774437,10438
85093514,Psaki Xxxx,4339,375,12030,12908060757,19047171988,8236
85093514,Psaki Xxxx,4339,375,12030,12908060757,19047171988,8236
30437585,TKLNG,1439587,1686469,722508,164387083,6735553367,12203
13339256,hera0209,0,12545,13085,3617999751,21213861974,27069
29881564,SAADSAAD2,108119,8882,38234,4492731979,13016890045,22599
13576477,Hestia0209,85464,11870,7196,3223260218,20822891738,25963
28292459,PAUL27,245473,237344,76141,,4692768376,3802
28275966,0 MajdO,881864,960086,196755,56314280,5826057127,24704
1.03E+08,Pegasus5,89990,131457,42867,316113357,6948581386,6743
21066929,tigger jr,2581,69579,37287,12016566360,12001094628,6930
28336253,Amier195,128899,222268,29330,6556720,10285341999,7067
29360204,ck0403my02,144,66895,285227,13308995130,23141018878,17812
1.10E+08,OHBen,214158,179078,48246,422624947,2637028960,18302
1.03E+08,FarmKing Beb,18137,22227,31039,358310086,3007009719,4486
37237092,Irrumatio,121856,3460,17950,2441278,4244099341,2941
76786622,Arsenal7777,1431281,162465,14426,6514575806,11427418103,5960
1.29E+08,Â°HS$chanzo,385336,798005,268541,283060529,7359925643,14857
54311330,YwajdsYy,13824,135410,148595,2182945432,14401903169,17477
33629885,budluckTR1,35488,231604,81564,12922703647,18941032086,7515
64363945,Dragonfly73,298421,612867,79465,3152495428,8243329185,16394
28215982,gua lJwuE,378766,273582,58827,18809370,5587932221,3681
86542958,X Barbe Noire},546739,1037270,722386,7307723879,10895877928,15201
0,0,24072,58548,22535,13957640750,17648738404,7582
98672609,Psaki alex 5,0,1,2,4746706965,15081478690,5451
27966586,Patrosklaus,46189,978,330,636482866,2819043110,15666
28254437,Boorinyeung,97383,360,3820,201800000,6462839053,3725
29250801,Taanni,7888,116560,131507,1982200000,9436776521,6308
23549084,Yoba Bat,65449,48428,505021,1614474928,5782645242,7704
19078891,ZeePharm,0,153,2620,68549365,5315034881,3432
36552064,Sweet Trauma,272887,924194,181950,6770597613,5811949310,
32087827,Farmlandeee,3759140,3551239,4263155,15697208835,11730496862,47670
27085784,LAW x,23914,1,969,11682498241,10284229816,
1.04E+08,Lv 94jr,496,1426,1089,3473082829,8325466452,4282
20686834,Skiwhirl,94727,146045,176629,8506683397,7585154641,12253
40522634,General 8,492389,287317,128530,842013257,6787303074,8824
25272010,Ramolus,94887,155913,138095,1556961777,5585793631,14013
63506619,persinga farm,112543,161046,128103,8954954275,10014579966,20132
1.13E+08,Stoupi,97257,212885,61580,1750574926,8485912883,7082
28338445,DHOOM6666,20598,25920,10074,,11565776731,3463
6369198,Tarantinofarm,231937,279613,56044,18841250896,15534931327,7240
20488380,IskanFood,618,37387,28201,7616210310,7941284709,14154
1.32E+08,Bensn13,104897,41713,25775,48480000,4363335011,3062
1.33E+08,OHPtbaA,3532,32583,4212,40894105,5103925357,11086
1.11E+08,xXMary Stuart,7883,25620,5683,4882488,2784625347,6899
43985217,SZSANJISZ,120588,45660,177281,15559180000,10979796846,8737
94844727,Vickylein die 2,183330,234312,75079,174533529,4739554911,2941
57826883,burnoose,41490,2114,15948,723086032,5447975686,5890
28511475,Venomous Poi,347483,132041,30740,4275242925,7701447377,12172
46952552,Sleipnir80,587845,45426,331946,10462328105,7717185811,11602
44877242,SZUSOPPZ,128646,94313,305130,15332945116,10765913084,9607
94199334,snS5unwny,686539,262475,423926,1353046286,12735607613,20359
51167515,tigger III,0,3907,1158,3383825327,9037035248,2870
33633625,budluckTR3,38903,56101,56734,6968763237,12835582685,5916
8645545,rssdrakou,23164,13,1107,13951379788,13706952554,9125
1.13E+08,H6dmm044,14174,75454,21364,64056277,3564227123,7486
1.33E+08,OHHarv3y,3505,12907,7837,83204488,4479804201,24441
20655464,$2 LadY D 32,302239,307368,198208,5404759644,7201746471,23857
27882072,Vikinv,1477,16922,676,18480000,2531240040,4181
28272897,AlHady,9458,14335,93,,5053237723,38870
44413633,uk player,90229,170079,182328,1356000000,4791183672,2108
5325135,G40Freak,0,1,0,183712699,6657887462,11817
3365255,GodOfKhaos,0,1,,191017541,2991439973,3182
49749829,tigger IV,0,4151,2105,2595529961,8462313092,2889
49209857,Hooligan No1,103194,451076,85310,190711078,4100182220,1991
28272895,F dewi nur,2183,4042,1349,,5065605187,5063
1.17E+08,vato079,278262,404638,161498,190508465,3861238213,6797
28529251,HERACLES,93241,116516,878,11360010221,10488955251,3875
1.35E+08,Gunna,247288,163846,54143,85508308,3754912909,15069
1.07E+08,OHpatsan,24891,232809,13430,1234910000,8977804354,6236
22125284,Cirice,24,709410,118,13000251987,11321976335,8712
64234183,ThePablo,492177,291229,163137,4000000,4389017935,3372
33737639,budluckTR4,843769,46737,13745,6890316515,13110447850,4721
66734451,CK Farm 01,402227,111135,79533,5691353066,10973415947,4102
28488507,RICOsFarm,27627,145672,49991,2573263509,8105333607,6300
29341476,TomHDL Ill @,5028,1,15311,7114959340,8613530010,2558
28243739,Othman92Boo,25287,4743,1073,12992183,4461854287,6191
99843221,Battle Action 1,1327420,591804,498094,46449871,4748446431,4556
28507348,XXXX5,0,71900,15195,102744668,3397466488,4486
64930476,URUK HARD,32585,31886,39649,10400001,4685071546,7977
58626254,Tsetseu,110304,1118817,678354,3294376113,5603906112,12095
1.30E+08,moustik02,0,1,0,,4075096571,2101
1.36E+08,OHAzaguhl,218184,130034,13037,2467088941,3724725543,8627
31603605,CupcakÃ©,40675,36350,103163,605968787,4824444334,21977
1.13E+08,hermann wmh,16215,34997,75097,240010000,5095654784,9226
42781849,ephantisse,994,432,0,5674892149,6767701671,3787
35151927,Equalizerll,41899,83863,69818,1162825141,4246803467,5863
1.13E+08,Braggadociou:,152101,143844,74662,385385,3725639519,3881
1.37E+08,JessH98,1104462,174317,75396,736838824,5789511683,10843
74438870,Clyde Il,4321,4340,12515,453455089,6964648163,4071
28252757,Operator 13,64597,26603,18822,12000000,3042696717,5143
26118260,WildguyJay,584001,339959,24446,193387390,3033657853,11528
28210795,Happy game,145724,62776,9370,,3026917896,4747
1.31E+08,OHSunny0902,88245,3675,16593,380640004,8327150711,13970
1.13E+08,mOnster3k,744933,351036,122485,143340068,3059146964,4165
40981910,budluckTr5,128034,14697,32,6473137821,12292766131,4024
1.21E+08,Lv94jr2,0,1,0,1792499676,5781630917,2132
68055720,Midnas Lamen,13132,33321,39184,2016800000,6688638978,14090
1.36E+08,Nyrond,15728,25081,11089,314150495,4890628800,7082
11785337,EF Â© Beber,217338,315663,87011,1042908775,2192455331,999
66286595,Dragonflies73,33563,25969,1001,1614508725,5843767067,4798
1.02E+08,Stormbrecher,12885,12171,0,2480796652,3980627871,4840
31950129,AMrdgPAF,94449,161,4714,1836800000,8876913688,4380
20873557,Whiskey Shot,935490,146407,46840,7670117003,8515482528,6231
1.07E+08,OHAbbspeed,5575,2326,205,1794825595,6434227690,11875
4562538,MiniRici,96255,398579,182847,11745836055,10893473025,10609
1.37E+08,Marita,119894,189849,42260,833521216,6584288256,7749
1.39E+08,Gordon Gekko,195871,253607,126794,201902260,4840063741,5529
28265541,4713282655:,292,18,,7746463,3259461603,12111
1.03E+08,OHminik1214,267929,117903,43787,402613833,3255918877,8240
