Id,name,Starting_power,Total_Kills,T5_Kills,T4_Kills,Deaths,Pass4_Power,Total_Kills_Pass4,T5_Kills_Pass4,T4_Kills_Pass4,Deaths_Pass4,Pass4_Total_kills ,Pass4_T5_Kills, Pass4_T4_Kills , Pass4_Deaths 
32087827,Farmlandeee,41238954,371796859,5250458,24379603,39,40190181,384696931,5639749,24883613,6277133,12900072,389000,504010,6277094
43985217,SZSANJISZ,38573641,98281028,3278507,3210176,5389471,40106721,98281028,3278507,3210176,5389471,0,0,0,0
94844727,Vickylein die 2,38421267,5967589,20834,433395,58399,39516340,6075589,20834,444195,58399,108000,0,10800,0
20488380,IskanFood,39084885,34985666,1169589,1151100,10185673,39473083,34985666,1169589,1151100,10185673,0,0,0,0
44877242,SZUSOPPZ,37404851,119405416,3929495,4005128,7349022,39392251,119410218,3929495,4005128,7349022,4802,0,0,0
99483710,Kiistenmadel,51183031,13244705,5620,1228969,266277,38800941,27557264,669740,1329742,4164644,14312559,664000,100773,3898367
8645545,rssdrakou,36802506,63244123,1443101,3428920,9581508,38766892,63244123,1443101,3428920,9581508,0,0,0,0
57826883,burnoose,38390784,16015617,560837,462550,6006577,38488334,16015617,560837,462550,6006577,0,0,0,0
28511475,Venomous Poi,37746193,13338342,189788,788242,458179,37997889,13338342,189788,788242,458179,0,0,0,0
46952552,Sleipnir80,37444585,30059931,555475,1644181,1697741,37966285,30059931,555475,1644181,1697741,0,0,0,0
51167515,tigger III,37016869,48395,0,4035,10969,37567590,48395,0,4035,10969,0,0,0,0
5325135,G40Freak,36061067,122170,766,10685,147589,37414916,122170,766,10685,147589,0,0,0,0
33633625,budluckTR3,36838550,12483090,253900,712593,2398519,36902030,12483090,253900,712593,2398519,0,0,0,0
3365255,GodOfKhaos,36029276,928560,42362,8132,2695823,36849823,928560,42362,8132,2695823,0,0,0,0
3365255,GodOfKhaos,36029276,928560,42362,8132,2695823,36849823,928560,42362,8132,2695823,0,0,0,0
44413633,uk player,36072810,30773059,1146881,709790,4122833,36779306,30773059,1146881,709790,4122833,0,0,0,0
20655464,$2 LadY D 32,36270318,120282743,3385632,5070677,7646671,36565506,123111845,3497555,5129717,7756737,2829102,112000,59040,110066
99843221,Battle Action 1,34126819,24391026,77134,1625544,2175951,36426552,28214166,219975,1707572,2427998,3823140,143000,82028,252047
94199334,snS5unwny,37315009,27889241,807656,838023,4706972,36425394,32454318,941003,1023748,5001736,4565077,133000,185725,294764
27882072,Vikinv,36267437,3299507,140572,44818,2594870,36372264,3299507,140572,44818,2594870,0,0,0,0
49209857,Hooligan No1,35426319,25047410,958080,455382,3586435,36285660,25047410,958080,455382,3586435,0,0,0,0
66734451,CK Farm 01,34560493,17110634,504524,517307,4159863,36132793,17122827,504524,518507,4159863,12193,0,1200,0
28488507,RICOsFarm,34416681,45007330,368791,3721966,1511646,35980533,45114670,373401,3723480,1511646,107340,4610,1514,0
49749829,tigger IV,35772501,162033,2530,10271,25875,35964551,162033,2530,10271,25875,0,0,0,0
64234183,ThePablo,34620263,14075893,107106,934998,4716238,34927541,14075893,107106,934998,4716238,0,0,0,0
22125284,Cirice,34761528,17011399,221479,1116288,3309303,34781660,17011399,221479,1116288,3309303,0,0,0,0
33737639,budluckTR4,34575750,9617579,67881,478866,1430277,34660099,9617579,67881,478866,1430277,0,0,0,0
28243739,Othman92Boo,34302840,1345428,26880,69698,238399,34590293,1345429,26880,69698,238399,1,0,0,0
28243739,Othman92Boo,34302840,1345428,26880,69698,238399,34590293,1345429,26880,69698,238399,1,0,0,0
29341476,TomHDL Ill @,34336569,1181534,0,115836,646682,34453319,1222814,0,119964,646682,41280,0,4128,0
64930476,URUK HARD,33967849,10437451,406985,209571,5676073,34276662,10437451,406985,209571,5676073,0,0,0,0
64930476,URUK HARD,33967849,10437451,406985,209571,5676073,34276662,10437451,406985,209571,5676073,0,0,0,0
28507348,XXXX5,34041599,221709,0,7487,34786,34041599,221709,0,7487,34786,0,0,0,0
58626254,Tsetseu,33861312,46793250,961421,2475031,2216667,33861312,46793250,961421,2475031,2216667,0,0,0,0
42781849,ephantisse,33004598,12223960,514270,193372,1470644,33820426,12223960,514270,193372,1470644,0,0,0,0
35151927,Grindefarmer,32458252,8477355,195547,421713,3107023,33679992,10381625,270950,461334,3134172,1904270,75400,39621,27149
31603605,Cupcaké,33091455,32657872,1034251,1171682,1801966,33090066,32657872,1034251,1171682,1801966,0,0,0,0
74438870,Clyde Il,32400943,48527,121,1764,1555,32743806,48527,121,1764,1555,0,0,0,0
